customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,age,under_30,married,number_of_dependents,satisfaction_score,customer_status,quarter,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,device_protection_plan,premium_tech_support,streaming_music,unlimited_data,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
7294-TMAOP,1,United States,California,Castro Valley,94546,"37.708327, -122.083473",37.708327,-122.083473,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,Yes,1,72,2627,Competitor made better offer,30,No,No,0,2,Churned,Q3,No,0,1,15.44,Fiber Optic,51,No,No,Yes,No,90.55,0.0,60,15.44,165.99
8919-FYFQZ,1,United States,California,Livermore,94550,"37.571748, -121.659562",37.571748,-121.659562,Male,Yes,Yes,No,44,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,Yes,1,96,4829,Competitor had better devices,73,No,Yes,0,1,Churned,Q3,Yes,2,44,0.0,Cable,28,No,No,No,Yes,30.35,0.0,0,0.0,1359.7
2834-JRTUA,1,United States,California,Martinez,94553,"38.014457, -122.115432",38.014457,-122.115432,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,Yes,1,81,5200,Competitor had better devices,30,No,No,0,1,Churned,Q3,No,0,71,49.42,Fiber Optic,53,Yes,Yes,Yes,Yes,108.05,0.0,0,3508.82,11040.97
5875-YPQFJ,1,United States,California,Fremont,94555,"37.555473, -122.080312",37.555473,-122.080312,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,Yes,1,84,5367,Competitor offered higher download speeds,51,No,No,0,3,Churned,Q3,No,0,1,45.66,Fiber Optic,28,No,No,No,Yes,69.9,0.0,0,45.66,115.56
6646-QVXLR,1,United States,California,Napa,94558,"38.489789, -122.27011",38.489789,-122.27011,Male,Yes,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,Yes,1,91,5052,Competitor offered higher download speeds,77,No,Yes,0,1,Churned,Q3,Yes,1,62,7.11,Fiber Optic,16,Yes,No,Yes,Yes,103.75,0.0,0,440.82,6824.17
8603-IJWDN,1,United States,California,Pinole,94564,"37.996462, -122.293716",37.996462,-122.293716,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,86.6,Yes,1,93,5228,Competitor offered higher download speeds,41,No,No,0,3,Churned,Q3,No,0,1,5.43,Fiber Optic,18,No,No,Yes,Yes,86.6,0.0,0,5.43,92.03
9369-XFEHK,1,United States,California,Pleasanton,94566,"37.633361, -121.862395",37.633361,-121.862395,Female,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,Yes,1,72,3601,Competitor offered more data,76,No,Yes,0,2,Churned,Q3,Yes,1,33,33.19,Cable,15,No,No,No,Yes,80.6,0.0,0,1095.27,3751.77
3842-IYKUE,1,United States,California,San Leandro,94579,"37.687264, -122.15728",37.687264,-122.15728,Female,No,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.3,2917.5,Yes,1,88,2455,Competitor offered more data,28,Yes,No,0,2,Churned,Q3,No,0,35,45.14,Fiber Optic,41,No,Yes,Yes,No,85.3,23.89,130,1579.9,4603.51
6641-XRPSU,1,United States,California,San Lorenzo,94580,"37.676249, -122.132415",37.676249,-122.132415,Female,No,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.0,2416.1,Yes,1,93,2318,Competitor offered more data,61,No,No,0,2,Churned,Q3,No,0,34,4.66,Fiber Optic,21,No,No,No,Yes,70.0,11.0,0,158.44,2563.54
1374-DMZUI,1,United States,California,San Ramon,94583,"37.766556, -121.976784",37.766556,-121.976784,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,424.45,Yes,1,99,5419,Competitor made better offer,65,No,No,0,2,Churned,Q3,No,0,4,49.5,Fiber Optic,23,No,No,Yes,Yes,94.3,0.0,0,198.0,622.45
8357-EQXFO,1,United States,California,Union City,94587,"37.59485, -122.051521",37.59485,-122.051521,Female,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,660.9,Yes,1,92,3077,Competitor made better offer,46,No,No,0,2,Churned,Q3,No,0,7,48.36,Fiber Optic,15,Yes,No,Yes,Yes,95.35,34.29,0,338.52,965.13
1989-PRJHP,1,United States,California,Pleasanton,94588,"37.685052, -121.912061",37.685052,-121.912061,Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,Yes,1,65,2377,Competitor had better devices,75,No,Yes,0,1,Churned,Q3,Yes,1,27,10.6,Fiber Optic,23,No,No,No,Yes,75.5,0.0,0,286.2,2180.15
9524-EGPJC,1,United States,California,Walnut Creek,94595,"37.862128, -122.075197",37.862128,-122.075197,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,1612.75,Yes,1,80,4260,Competitor offered higher download speeds,33,No,No,0,1,Churned,Q3,No,0,18,34.21,Fiber Optic,19,No,Yes,Yes,Yes,90.1,48.26,0,615.78,2180.27
6993-OHLXR,1,United States,California,Walnut Creek,94596,"37.900662, -122.052782",37.900662,-122.052782,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,Yes,1,84,5225,Competitor offered more data,26,Yes,No,0,1,Churned,Q3,No,0,2,30.73,Fiber Optic,39,No,No,Yes,Yes,68.95,0.0,0,61.46,181.21
8818-XYFCQ,1,United States,California,Walnut Creek,94598,"37.916648, -122.008483",37.916648,-122.008483,Male,No,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,Yes,1,71,5026,Competitor made better offer,39,No,Yes,0,1,Churned,Q3,Yes,1,32,33.57,Fiber Optic,26,No,No,Yes,No,99.55,35.82,110,1074.24,4353.07
4695-VADHF,1,United States,California,Oakland,94606,"37.792489, -122.244314",37.792489,-122.244314,Male,No,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,Yes,1,84,2989,Competitor had better devices,53,No,Yes,0,1,Churned,Q3,Yes,1,18,2.86,DSL,22,Yes,No,Yes,Yes,57.45,15.73,0,51.48,1026.6
3863-IUBJR,1,United States,California,Oakland,94607,"37.80707, -122.297401",37.80707,-122.297401,Male,No,Yes,No,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),53.65,696.35,Yes,1,78,2595,Competitor had better devices,27,Yes,Yes,0,1,Churned,Q3,Yes,1,12,27.82,DSL,26,No,No,Yes,Yes,53.65,0.0,0,333.84000000000003,1030.19
4822-RVYBB,1,United States,California,Berkeley,94704,"37.871416, -122.246597",37.871416,-122.246597,Male,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,819.4,Yes,1,90,5906,Competitor offered higher download speeds,75,No,No,0,1,Churned,Q3,No,0,8,40.45,Fiber Optic,29,Yes,No,No,Yes,100.6,0.0,0,323.6,1143.0
8436-BJUMM,1,United States,California,Albany,94706,"37.890274, -122.295192",37.890274,-122.295192,Male,No,Yes,No,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,2070.6,Yes,1,84,2404,Competitor offered higher download speeds,62,No,Yes,0,3,Churned,Q3,Yes,1,26,35.9,Cable,26,No,No,No,Yes,83.75,0.0,0,933.4,3004.0
4184-TJFAN,1,United States,California,Berkeley,94707,"37.897753, -122.279391",37.897753,-122.279391,Female,Yes,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.3,273.75,Yes,1,68,4486,Competitor offered higher download speeds,68,No,Yes,0,1,Churned,Q3,Yes,1,3,25.77,Fiber Optic,2,No,Yes,No,Yes,88.3,0.0,0,77.31,351.06
4145-UQXUQ,1,United States,California,Berkeley,94710,"37.872902, -122.303708",37.872902,-122.303708,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.1,729.95,Yes,1,81,5662,Competitor offered more data,71,No,No,0,1,Churned,Q3,No,0,8,42.93,Fiber Optic,9,Yes,No,No,Yes,92.1,0.0,0,343.44,1073.39
9948-YPTDG,1,United States,California,San Rafael,94903,"38.018065, -122.546024",38.018065,-122.546024,Male,No,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,3013.05,Yes,1,85,2405,Competitor offered more data,44,No,Yes,0,1,Churned,Q3,Yes,1,38,35.61,Fiber Optic,13,No,No,No,No,79.45,9.36,40,1353.18,4396.87
1236-WFCDV,1,United States,California,Greenbrae,94904,"37.946617, -122.563571",37.946617,-122.563571,Male,Yes,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,Yes,1,96,4777,Competitor offered more data,74,No,No,0,3,Churned,Q3,No,0,14,11.31,Fiber Optic,24,No,No,No,Yes,90.45,0.0,0,158.34,1424.4399999999998
4883-QICIH,1,United States,California,Bodega Bay,94923,"38.377165, -123.037957",38.377165,-123.037957,Male,No,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,Yes,1,96,2356,Don't know,37,No,Yes,0,2,Churned,Q3,Yes,1,32,5.99,Fiber Optic,5,No,No,No,Yes,69.75,19.67,0,191.68,2519.91
1271-SJBGZ,1,United States,California,Forest Knolls,94933,"38.010092, -122.689442",38.010092,-122.689442,Male,Yes,No,No,12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,526.95,Yes,1,74,2437,Competitor had better devices,77,No,No,0,1,Churned,Q3,No,0,12,0.0,DSL,10,Yes,Yes,No,Yes,43.65,0.0,0,0.0,526.95
5669-SRAIP,1,United States,California,Larkspur,94939,"37.937082, -122.532369",37.937082,-122.532369,Female,No,No,No,5,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,Yes,1,93,2863,Competitor offered higher download speeds,55,No,No,0,2,Churned,Q3,No,0,5,0.0,DSL,2,Yes,No,Yes,Yes,39.5,39.27,0,0.0,171.48
5981-ITEMU,1,United States,California,Marshall,94940,"38.129308, -122.834815",38.129308,-122.834815,Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,Yes,1,67,3099,Competitor offered more data,58,No,Yes,0,3,Churned,Q3,Yes,1,40,16.33,Fiber Optic,23,No,No,Yes,Yes,97.1,41.85,0,653.1999999999999,4318.3
6941-PMGEP,1,United States,California,Novato,94945,"38.135897, -122.563683",38.135897,-122.563683,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.0,412.5,Yes,1,97,3937,Competitor made better offer,26,Yes,No,0,3,Churned,Q3,No,0,5,43.99,Fiber Optic,42,No,No,Yes,No,80.0,40.0,10,219.95000000000002,602.45
1624-WOIWJ,1,United States,California,Nicasio,94946,"38.065359, -122.665566",38.065359,-122.665566,Female,No,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.7,832.05,Yes,1,69,5686,Competitor had better devices,40,No,No,0,1,Churned,Q3,No,0,10,45.69,Fiber Optic,18,No,No,No,Yes,84.7,12.81,0,456.9,1276.1399999999999
2074-GKOWZ,1,United States,California,Novato,94947,"38.112166, -122.634384",38.112166,-122.634384,Male,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,Yes,1,73,3851,Competitor had better devices,49,No,Yes,0,1,Churned,Q3,Yes,1,2,8.86,Fiber Optic,23,No,No,Yes,Yes,89.55,0.0,0,17.72,203.27
0376-YMCJC,1,United States,California,Novato,94949,"38.067204, -122.524004",38.067204,-122.524004,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,Yes,1,82,4359,Competitor offered higher download speeds,21,Yes,No,0,2,Churned,Q3,No,0,23,38.69,Cable,69,No,Yes,Yes,Yes,90.6,4.73,0,889.8699999999999,2828.34
0634-SZPQA,1,United States,California,San Anselmo,94960,"37.99272, -122.575026",37.99272,-122.575026,Female,No,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,Yes,1,67,4650,Competitor offered higher download speeds,64,No,No,0,2,Churned,Q3,No,0,23,3.55,Fiber Optic,4,No,No,No,Yes,90.05,27.38,0,81.64999999999999,2224.07
5536-RTPWK,1,United States,California,Sausalito,94965,"37.848641, -122.515692",37.848641,-122.515692,Male,No,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,Yes,1,100,5157,Competitor offered higher download speeds,54,No,Yes,0,2,Churned,Q3,Yes,1,49,20.48,Fiber Optic,22,No,No,Yes,Yes,99.05,14.24,0,1003.52,5843.030000000001
6166-ILMNY,1,United States,California,Tomales,94971,"38.240769, -122.901041",38.240769,-122.901041,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,Yes,1,68,5667,Competitor offered more data,46,No,No,0,1,Churned,Q3,No,0,2,26.44,Fiber Optic,24,No,No,No,Yes,69.75,0.0,0,52.88,197.43
3097-NNSPB,1,United States,California,Valley Ford,94972,"38.339996, -122.935056",38.339996,-122.935056,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,91.1,Yes,1,98,2960,Competitor offered more data,42,No,No,0,1,Churned,Q3,No,0,2,14.7,DSL,13,No,No,No,No,49.05,0.0,40,29.4,160.5
0655-RBDUG,1,United States,California,Alviso,95002,"37.449537, -121.994813",37.449537,-121.994813,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,Yes,1,86,2561,Competitor offered more data,32,No,No,0,1,Churned,Q3,No,0,7,9.25,Fiber Optic,29,Yes,No,Yes,Yes,98.05,0.0,0,64.75,777.75
4361-BKAXE,1,United States,California,Boulder Creek,95006,"37.171727, -122.142961",37.171727,-122.142961,Female,No,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,Yes,1,80,3038,Competitor made better offer,23,Yes,No,0,1,Churned,Q3,No,0,41,21.56,Fiber Optic,59,Yes,Yes,Yes,Yes,114.5,0.0,0,883.9599999999999,5411.41
9878-TNQGW,1,United States,California,Davenport,95017,"37.114335, -122.237162",37.114335,-122.237162,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,Yes,1,65,3533,Competitor made better offer,51,No,No,0,3,Churned,Q3,No,0,2,17.33,Fiber Optic,14,No,No,Yes,Yes,80.95,0.0,0,34.66,205.81
4441-NIHPT,1,United States,California,Freedom,95019,"36.936228, -121.785559",36.936228,-121.785559,Female,Yes,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.3,940.35,Yes,1,97,2995,Competitor had better devices,73,No,No,0,1,Churned,Q3,No,0,13,40.37,Fiber Optic,21,Yes,No,No,Yes,74.3,0.0,0,524.81,1465.1599999999999
8999-BOHSE,1,United States,California,Gilroy,95020,"37.03889, -121.528955",37.03889,-121.528955,Female,Yes,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,Yes,1,89,2202,Competitor offered higher download speeds,68,No,No,0,2,Churned,Q3,No,0,11,3.96,Fiber Optic,27,No,No,No,Yes,89.7,0.0,0,43.56,1091.26
7029-RPUAV,1,United States,California,Los Gatos,95030,"37.222842, -121.988727",37.222842,-121.988727,Male,Yes,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Yes,1,87,5508,Competitor offered more data,74,No,Yes,0,3,Churned,Q3,Yes,1,17,28.18,Cable,16,Yes,No,No,Yes,100.45,0.0,0,479.06,2101.51
4607-CHPCA,1,United States,California,San Martin,95046,"37.084697, -121.606417",37.084697,-121.606417,Male,No,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4,2178.6,Yes,1,100,5801,Competitor made better offer,63,No,Yes,0,3,Churned,Q3,Yes,1,25,35.27,Fiber Optic,4,No,No,Yes,No,90.4,0.0,140,881.7500000000001,3200.35
8824-RWFXJ,1,United States,California,Santa Cruz,95062,"36.974575, -121.991149",36.974575,-121.991149,Male,No,Yes,No,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.15,168.15,Yes,1,83,2539,Competitor had better devices,21,Yes,Yes,0,1,Churned,Q3,Yes,1,3,29.29,Cable,52,Yes,No,Yes,Yes,56.15,0.0,0,87.87,256.02
9763-PDTKK,1,United States,California,San Jose,95112,"37.343827, -121.883119",37.343827,-121.883119,Female,No,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,Yes,1,74,4249,Competitor had better devices,59,No,No,0,1,Churned,Q3,No,0,4,39.68,Fiber Optic,18,Yes,Yes,Yes,Yes,94.4,0.0,0,158.72,545.92
7627-JKIAZ,1,United States,California,San Jose,95116,"37.350284, -121.852855",37.350284,-121.852855,Female,No,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,Yes,1,97,3982,Competitor offered higher download speeds,62,No,Yes,0,3,Churned,Q3,No,0,37,37.49,Fiber Optic,29,Yes,No,No,Yes,78.95,0.0,0,1387.13,4226.780000000001
4081-DYXAV,1,United States,California,San Jose,95125,"37.294926, -121.894763",37.294926,-121.894763,Female,No,No,No,19,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,Yes,1,72,5182,Competitor offered higher download speeds,27,Yes,No,0,3,Churned,Q3,No,0,19,0.0,DSL,48,No,No,Yes,Yes,44.85,0.0,0,0.0,893.55
8111-SLLHI,1,United States,California,San Jose,95128,"37.316146, -121.936285",37.316146,-121.936285,Male,Yes,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,Yes,1,96,4687,Competitor offered higher download speeds,65,No,Yes,0,3,Churned,Q3,Yes,1,39,33.25,Fiber Optic,26,Yes,No,Yes,Yes,105.65,0.0,0,1296.75,5581.55
0927-LCSMG,1,United States,California,San Jose,95129,"37.305622, -122.000887",37.305622,-122.000887,Male,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,Yes,1,75,3331,Competitor offered more data,23,Yes,No,0,3,Churned,Q3,No,0,7,21.58,Fiber Optic,71,Yes,No,Yes,No,74.65,0.0,10,151.06,705.6099999999999
8257-RZAHR,1,United States,California,San Jose,95134,"37.42765, -121.945416",37.42765,-121.945416,Female,No,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.7,941.0,Yes,1,86,4049,Competitor offered more data,51,No,Yes,0,1,Churned,Q3,Yes,1,14,20.4,DSL,30,No,No,No,Yes,64.7,0.0,0,285.59999999999997,1226.6
5293-WXJAK,1,United States,California,San Jose,95135,"37.28682, -121.723877",37.28682,-121.723877,Female,Yes,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Yes,1,82,4553,Competitor offered more data,73,No,Yes,0,3,Churned,Q3,Yes,5,11,17.25,Fiber Optic,27,Yes,Yes,No,Yes,104.05,0.0,0,189.75,1323.4
0841-NULXI,1,United States,California,Stockton,95209,"38.044523, -121.348048",38.044523,-121.348048,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,35.55,Yes,1,71,3958,Don't know,38,No,No,0,1,Churned,Q3,No,0,1,0.0,DSL,26,No,No,Yes,Yes,35.55,0.0,0,0.0,35.55
7851-WZEKY,1,United States,California,Stockton,95219,"38.029729, -121.387999",38.029729,-121.387999,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,Yes,1,82,2414,Competitor made better offer,32,No,No,0,2,Churned,Q3,No,0,2,38.51,Fiber Optic,25,No,No,Yes,Yes,95.15,0.0,0,77.02,273.92
8844-TONUD,1,United States,California,Acampo,95220,"38.200231, -121.235034",38.200231,-121.235034,Male,No,Yes,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.65,1162.85,Yes,1,75,5295,Attitude of service provider,54,No,Yes,0,1,Churned,Q3,Yes,4,13,45.6,Fiber Optic,11,Yes,No,Yes,Yes,96.65,0.0,0,592.8000000000001,1755.65
4086-YQSNZ,1,United States,California,Glencoe,95232,"38.358464, -120.579304",38.358464,-120.579304,Female,Yes,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.4,224.05,Yes,1,89,3834,Attitude of service provider,74,No,Yes,0,2,Churned,Q3,Yes,1,3,3.29,Fiber Optic,9,No,No,No,Yes,80.4,0.0,0,9.870000000000001,233.92000000000002
5868-CZJDR,1,United States,California,Linden,95236,"38.047746, -121.030499",38.047746,-121.030499,Male,No,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,31.35,Yes,1,85,3605,Attitude of service provider,41,No,No,0,2,Churned,Q3,No,0,1,0.0,DSL,6,No,No,No,No,31.35,0.0,80,0.0,111.35
0135-NMXAP,1,United States,California,Lodi,95240,"38.123544, -121.159078",38.123544,-121.159078,Female,No,No,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.4,Yes,1,97,5671,Attitude of support person,57,No,No,0,3,Churned,Q3,No,0,12,14.38,Fiber Optic,6,No,No,No,Yes,89.75,0.0,0,172.56,1224.96
6270-OMFIW,1,United States,California,Valley Springs,95252,"38.156971, -120.849231",38.156971,-120.849231,Male,No,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,5610.25,Yes,1,99,4990,Attitude of support person,33,No,Yes,0,2,Churned,Q3,Yes,9,60,47.4,Cable,29,No,No,Yes,Yes,94.4,0.0,0,2844.0,8454.25
3992-YWPKO,1,United States,California,Atwater,95301,"37.321233, -120.656354",37.321233,-120.656354,Female,No,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9,669.45,Yes,1,69,5750,Attitude of service provider,55,No,No,0,1,Churned,Q3,No,0,6,20.36,Fiber Optic,10,Yes,Yes,Yes,Yes,109.9,0.0,0,122.16,791.61
0125-LZQXK,1,United States,California,Big Oak Flat,95305,"37.818589, -120.256995",37.818589,-120.256995,Male,No,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1553.95,Yes,1,99,3025,Attitude of service provider,42,No,No,0,2,Churned,Q3,No,0,15,45.92,Fiber Optic,12,Yes,Yes,Yes,Yes,101.35,0.0,0,688.8000000000001,2242.75
8399-YNDCH,1,United States,California,Columbia,95310,"38.085839, -120.37855",38.085839,-120.37855,Male,Yes,No,No,21,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,Yes,1,70,4716,Attitude of service provider,80,No,No,0,1,Churned,Q3,No,0,21,34.62,DSL,14,Yes,No,No,Yes,60.05,0.0,0,727.02,1963.17
5673-FSSMF,1,United States,California,Delhi,95315,"37.422961, -120.765493",37.422961,-120.765493,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,60.15,Yes,1,91,4611,Attitude of support person,19,Yes,No,0,3,Churned,Q3,No,0,1,33.48,Cable,59,No,No,Yes,No,60.15,0.0,20,33.48,113.63
1579-KLYDT,1,United States,California,Hickman,95323,"37.605926, -120.69955",37.605926,-120.69955,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,593.45,Yes,1,98,5356,Competitor made better offer,31,No,No,0,2,Churned,Q3,No,0,7,35.91,Fiber Optic,27,Yes,No,No,Yes,90.45,0.0,0,251.36999999999998,844.82
3927-NLNRY,1,United States,California,Long Barn,95335,"38.109125, -120.078597",38.109125,-120.078597,Male,No,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,4867.95,Yes,1,96,5414,Moved,48,No,Yes,0,3,Churned,Q3,Yes,1,53,15.77,Fiber Optic,9,No,No,Yes,Yes,94.25,0.0,0,835.81,5703.76
6358-LYNGM,1,United States,California,Mariposa,95338,"37.526791, -119.99437",37.526791,-119.99437,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,1,84,2548,Moved,26,Yes,No,0,3,Churned,Q3,No,0,1,1.84,Fiber Optic,76,No,No,Yes,Yes,74.9,0.0,0,1.84,76.74000000000001
5494-HECPR,1,United States,California,Mi Wuk Village,95346,"38.121601, -120.133915",38.121601,-120.133915,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,80.25,Yes,1,69,2502,Moved,34,No,No,0,2,Churned,Q3,No,0,1,32.92,Fiber Optic,3,No,No,No,Yes,80.25,0.0,0,32.92,113.17
