gender,senior_citizen,dependents,phone_service,multiple_lines,online_security,online_backup,device_protection,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,total_charges,churn_value,cltv,under_30,married,number_of_dependents,satisfaction_score,referred_a_friend,number_of_referrals,tenure_in_months,avg_monthly_long_distance_charges,internet_type,avg_monthly_gb_download,premium_tech_support,streaming_music,unlimited_data,monthly_charge,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue
Female,No,Yes,Yes,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.45,1,2426,No,Yes,2,2,Yes,1,1,9.73,DSL,29,No,No,Yes,50.45,0.0,0,9.73,60.18000000000001
Female,No,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,521.1,1,4612,No,No,0,3,No,0,7,48.82,Cable,19,Yes,Yes,Yes,74.65,28.35,0,341.74,834.49
Female,No,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1046.1,1,3975,No,No,0,3,No,0,12,12.75,Fiber Optic,24,No,Yes,No,94.2,7.39,120,153.0,1311.7099999999998
Female,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),5763.3,1,4893,No,Yes,0,1,Yes,2,54,8.83,Fiber Optic,21,No,Yes,Yes,106.55,0.0,0,476.82,6240.12
Female,No,No,Yes,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,1900.25,1,5737,No,Yes,0,1,No,0,23,38.81,Fiber Optic,28,Yes,No,Yes,83.8,0.0,0,892.6300000000001,2792.88
Male,No,No,Yes,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,159.15,1,5698,Yes,No,0,2,No,0,3,22.77,DSL,51,No,Yes,Yes,55.15,0.0,0,68.31,227.46
Male,Yes,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,856.65,1,4990,No,Yes,0,1,Yes,2,10,46.5,Cable,4,No,No,Yes,86.65,0.0,0,465.0,1321.65
Female,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4056.75,1,5849,No,No,0,1,No,0,37,41.85,Fiber Optic,2,No,No,Yes,106.75,0.0,0,1548.45,5605.2
Male,No,No,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,2435.15,1,3091,No,No,0,1,No,0,31,34.38,Fiber Optic,20,Yes,No,No,78.45,0.0,40,1065.78,3540.9300000000003
Female,No,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,2874.15,1,3358,No,Yes,0,3,Yes,1,34,40.78,Fiber Optic,4,No,No,Yes,87.45,0.0,0,1386.52,4260.67
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1974.8,1,2663,No,Yes,0,1,Yes,1,29,11.24,Fiber Optic,16,No,No,Yes,70.75,0.0,0,325.96,2300.7599999999998
Male,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1218.55,1,3967,No,Yes,0,1,Yes,1,12,48.5,Fiber Optic,4,No,No,Yes,101.35,0.0,0,582.0,1800.55
Male,No,No,Yes,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,1,5574,No,No,0,1,No,0,1,9.81,Fiber Optic,28,No,No,Yes,81.7,0.0,0,9.81,91.51
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,2171.15,1,5647,No,No,0,2,No,0,33,28.84,Fiber Optic,23,No,No,Yes,68.25,0.0,0,951.72,3122.87
Female,No,No,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,317.25,1,5762,No,No,0,1,No,0,4,36.91,Fiber Optic,23,No,Yes,Yes,79.15,0.0,0,147.64,464.89
Male,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3474.05,1,2080,No,No,0,2,No,0,35,35.1,Fiber Optic,29,No,No,No,95.45,0.0,80,1228.5,4782.55
Male,No,No,Yes,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,1875.55,1,4072,Yes,Yes,0,3,Yes,1,19,5.93,Fiber Optic,51,Yes,Yes,Yes,100.95,0.0,0,112.66999999999999,1988.22
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,1,4779,No,Yes,0,1,Yes,1,1,16.55,Fiber Optic,19,No,No,Yes,69.1,0.0,0,16.55,85.64999999999999
Female,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,1,2151,No,No,0,2,No,0,1,45.8,Fiber Optic,10,No,No,Yes,69.6,0.0,0,45.8,115.39999999999999
Male,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,3066.45,1,5387,No,No,0,3,No,0,31,9.27,Fiber Optic,30,No,Yes,Yes,103.45,0.0,0,287.37,3353.8199999999997
Female,No,No,Yes,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),305.55,1,5365,No,No,0,2,No,0,4,30.95,Fiber Optic,26,No,No,Yes,77.95,0.0,0,123.8,429.35
Female,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.45,1,2139,No,No,0,1,No,0,1,18.37,Fiber Optic,13,No,No,Yes,78.45,0.0,0,18.37,96.82000000000001
Male,No,No,No,No phone service,No,No,Yes,No,No,Month-to-month,No,Mailed check,255.25,1,3797,No,No,0,3,No,0,10,0.0,DSL,30,No,No,No,29.5,0.0,40,0.0,295.25
Female,No,No,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,146.9,1,3257,No,No,0,1,No,0,2,26.93,DSL,10,No,Yes,Yes,70.75,0.0,0,53.86,200.76
Female,Yes,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,762.5,1,3543,No,No,0,3,No,0,9,12.91,Fiber Optic,21,No,No,Yes,84.45,0.0,0,116.19,878.69
Male,No,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,338.9,1,2330,Yes,No,0,1,No,0,4,6.91,Fiber Optic,53,No,Yes,Yes,85.65,0.0,0,27.64,366.53999999999996
Male,Yes,No,Yes,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),2497.35,1,2645,No,No,0,3,No,0,38,5.75,Cable,30,Yes,No,Yes,70.15,0.0,0,218.5,2715.85
Male,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4913.3,1,6204,No,No,0,2,No,0,51,19.49,Fiber Optic,11,No,No,Yes,97.8,0.0,0,993.9899999999999,5907.29
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.3,1,3017,No,No,0,1,No,0,1,48.22,DSL,21,No,No,Yes,46.3,0.0,0,48.22,94.52
Female,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4443.45,1,5383,No,No,0,2,No,0,41,10.43,Fiber Optic,22,No,Yes,No,106.3,0.0,130,427.63,5001.08
Female,No,No,Yes,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,1095.65,1,5047,No,No,0,1,No,0,12,17.46,Fiber Optic,9,Yes,Yes,Yes,89.4,0.0,0,209.52,1305.17
Female,Yes,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),446.05,1,2516,No,No,0,3,No,0,5,41.83,Fiber Optic,25,No,No,Yes,83.15,0.0,0,209.14999999999998,655.2
Male,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,811.8,1,4231,Yes,No,0,1,No,0,10,29.24,Fiber Optic,85,No,Yes,Yes,74.15,0.0,0,292.4,1104.1999999999998
Female,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1056.95,1,5286,No,Yes,0,3,Yes,1,11,31.08,Fiber Optic,26,No,Yes,Yes,99.5,0.0,0,341.88,1398.83
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.15,1,4773,No,No,0,1,No,0,1,8.77,DSL,10,No,No,Yes,44.15,0.0,0,8.77,52.92
Female,No,No,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,834.15,1,5091,No,No,0,3,No,0,16,6.86,DSL,8,Yes,No,No,53.9,0.0,40,109.76,983.91
Female,No,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,1,2318,Yes,No,0,1,No,0,1,31.03,Fiber Optic,27,No,Yes,Yes,85.45,0.0,0,31.03,116.48
Female,No,Yes,Yes,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,239.55,1,5386,No,Yes,1,1,Yes,1,4,12.88,Cable,22,No,No,Yes,50.85,0.0,0,51.52,291.07
Female,No,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,59.2,1,5020,No,No,3,1,No,0,1,13.58,DSL,24,No,Yes,Yes,59.2,0.0,0,13.58,72.78
Male,No,No,Yes,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1060.6,1,4028,No,No,0,2,No,0,13,35.4,Fiber Optic,18,No,No,Yes,83.2,0.0,0,460.2,1520.8
Female,No,No,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.9,1,2833,Yes,No,0,1,No,0,1,44.36,DSL,58,No,Yes,Yes,54.9,0.0,0,44.36,99.25999999999999
Female,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,2254.2,1,3769,No,Yes,0,1,Yes,1,21,1.21,Fiber Optic,16,No,Yes,Yes,103.9,0.0,0,25.41,2279.6099999999997
Female,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,158.4,1,3350,No,No,0,3,No,0,2,23.46,Fiber Optic,25,No,No,Yes,75.45,0.0,0,46.92,205.32
Female,Yes,No,Yes,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,104.2,1,3016,No,No,0,1,No,0,2,25.74,DSL,6,No,No,Yes,54.85,0.0,0,51.48,155.68
Male,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,1,5795,No,Yes,0,1,Yes,1,1,4.89,Fiber Optic,11,No,No,Yes,95.1,0.0,0,4.89,99.99
Male,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,438.0,1,5838,No,Yes,0,1,Yes,4,6,21.23,Fiber Optic,13,No,No,Yes,75.5,0.0,0,127.38,565.38
Female,No,No,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,325.45,1,5026,Yes,Yes,0,1,Yes,5,4,48.48,Fiber Optic,58,No,Yes,Yes,73.75,0.0,0,193.92,519.37
Male,No,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1148.1,1,2577,No,No,0,1,No,0,12,44.71,Cable,25,No,Yes,Yes,96.05,0.0,0,536.52,1684.62
Female,No,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,355.2,1,5948,No,No,0,1,No,0,4,48.32,Fiber Optic,51,No,Yes,No,88.95,0.0,40,193.28,588.48
Female,No,No,Yes,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),151.3,1,4930,No,No,0,3,No,0,4,9.81,DSL,30,No,No,Yes,50.7,0.0,0,39.24,190.54000000000002
Male,No,No,Yes,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),188.7,1,2755,Yes,No,0,2,No,0,3,47.68,DSL,82,No,Yes,Yes,53.4,0.0,0,143.04,331.74
Male,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5549.4,1,5884,No,Yes,0,1,Yes,1,53,7.94,Fiber Optic,6,No,No,Yes,101.9,0.0,0,420.82,5970.219999999999
Female,No,No,Yes,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,5685.8,1,4714,No,Yes,0,1,Yes,1,68,44.24,Fiber Optic,5,No,No,Yes,83.0,0.0,0,3008.32,8694.12
Male,No,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.6,1,3677,No,No,2,1,No,0,1,11.86,Cable,13,No,No,Yes,50.6,0.0,0,11.86,62.46
Male,No,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,863.1,1,4206,No,No,0,3,No,0,10,12.78,Fiber Optic,2,No,Yes,Yes,89.5,0.0,0,127.8,990.9
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,1,4154,No,No,0,2,No,0,1,22.86,Fiber Optic,25,No,No,No,69.8,0.0,10,22.86,102.66
Male,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),4750.95,1,4788,No,Yes,0,1,Yes,1,51,22.14,Fiber Optic,30,No,No,Yes,93.8,0.0,0,1129.14,5880.09
Male,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,2391.8,1,4766,No,Yes,0,1,Yes,1,24,34.62,Fiber Optic,23,No,Yes,Yes,101.05,0.0,0,830.8799999999999,3222.6800000000003
Male,No,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1687.95,1,2206,No,Yes,0,1,Yes,1,18,31.49,Fiber Optic,20,No,Yes,Yes,94.7,0.0,0,566.8199999999999,2254.77
Male,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),7689.95,1,5925,No,Yes,0,3,No,0,72,6.03,Fiber Optic,2,No,No,Yes,104.15,0.0,0,434.16,8124.11
Male,No,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),229.55,1,2131,No,Yes,1,2,Yes,4,4,27.24,DSL,21,Yes,Yes,Yes,61.45,0.0,0,108.96,338.51
Male,No,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,1,3898,Yes,No,0,1,No,0,1,7.15,Fiber Optic,48,No,Yes,Yes,90.55,0.0,0,7.15,97.7
Female,No,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2274.35,1,4910,No,No,0,2,No,0,26,38.09,Fiber Optic,22,No,Yes,No,88.8,0.0,50,990.3400000000001,3314.69
Male,No,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,602.55,1,3905,Yes,No,0,1,No,0,7,18.83,Fiber Optic,26,No,Yes,Yes,85.2,0.0,0,131.81,734.3599999999999
Male,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,449.75,1,2834,No,No,0,1,No,0,5,4.59,Fiber Optic,11,No,No,Yes,91.4,0.0,0,22.95,472.7
Male,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4512.7,1,2265,No,Yes,0,1,Yes,1,42,2.41,Fiber Optic,21,Yes,Yes,Yes,106.15,0.0,0,101.22,4613.92
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,196.95,1,3443,No,No,0,2,No,0,4,39.9,Cable,20,No,No,Yes,45.3,0.0,0,159.6,356.54999999999995
Male,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),131.05,1,2919,No,No,0,1,No,0,2,2.96,Fiber Optic,15,No,No,Yes,73.25,0.0,0,5.92,136.97
Male,No,Yes,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,415.05,1,3758,No,Yes,1,1,Yes,1,8,3.85,DSL,20,No,No,Yes,51.05,0.0,0,30.8,445.85
Female,No,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),754.65,1,2445,No,Yes,0,3,Yes,1,9,14.21,Fiber Optic,5,No,No,No,85.35,0.0,50,127.89000000000001,932.54
Male,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,1,4403,No,No,0,3,No,0,1,28.49,Fiber Optic,18,No,No,Yes,75.35,0.0,0,28.49,103.83999999999999
Male,No,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,3198.6,1,4673,No,No,0,1,No,0,43,34.0,Fiber Optic,11,No,No,Yes,75.2,0.0,0,1462.0,4660.6
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,123.65,1,4849,Yes,No,0,3,No,0,3,48.84,DSL,41,No,Yes,Yes,43.3,0.0,0,146.52,270.17
Male,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),7534.65,1,6136,No,Yes,0,2,Yes,1,70,39.63,Fiber Optic,26,Yes,Yes,Yes,109.5,0.0,0,2774.1000000000004,10308.75
Female,Yes,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),906.85,1,5118,No,No,0,2,No,0,11,4.1,Fiber Optic,5,No,No,Yes,84.8,0.0,0,45.099999999999994,951.95
Female,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,4888.7,1,5863,No,Yes,0,3,Yes,1,50,31.56,Fiber Optic,4,No,No,No,95.05,0.0,50,1578.0,6516.7
Male,Yes,No,Yes,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,237.25,1,4618,No,No,0,1,No,0,5,18.69,DSL,28,No,No,Yes,50.35,0.0,0,93.45,330.7
Male,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,1,5861,No,Yes,0,1,Yes,1,1,44.73,Fiber Optic,3,No,No,Yes,74.6,0.0,0,44.73,119.32999999999998
Female,No,No,Yes,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,892.65,1,5129,Yes,No,0,1,No,0,15,36.34,DSL,48,No,Yes,Yes,59.45,0.0,0,545.1,1437.75
Female,No,No,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),4822.85,1,3322,Yes,No,0,2,No,0,46,43.04,Fiber Optic,71,Yes,Yes,Yes,105.2,0.0,0,1979.84,6802.6900000000005
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,438.4,1,3721,No,No,0,2,No,0,8,35.53,Cable,5,No,No,Yes,45.15,0.0,0,284.24,722.64
Male,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,3019.5,1,4115,No,Yes,0,1,Yes,1,31,2.12,Fiber Optic,17,No,No,No,93.8,0.0,50,65.72,3135.22
Male,No,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3183.4,1,3606,No,No,0,3,No,0,32,25.21,Fiber Optic,26,Yes,Yes,Yes,96.2,0.0,0,806.72,3990.12
Female,No,No,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,1,3108,Yes,No,0,2,No,0,1,21.72,Fiber Optic,52,No,Yes,Yes,79.6,0.0,0,21.72,101.32
Male,No,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1734.5,1,2414,No,No,0,2,No,0,20,1.36,Fiber Optic,25,No,No,Yes,85.25,0.0,0,27.200000000000003,1761.7
Male,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,2088.8,1,2729,No,No,0,3,No,0,26,24.16,Fiber Optic,22,Yes,No,Yes,80.5,0.0,0,628.16,2716.96
Male,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,502.6,1,2960,No,No,0,1,No,0,5,36.36,Fiber Optic,12,No,No,Yes,89.8,0.0,0,181.8,684.4000000000001
Male,No,No,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.75,1,5355,No,No,0,2,No,0,1,43.03,DSL,3,No,No,Yes,50.75,0.0,0,43.03,93.78
Female,No,No,Yes,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1208.35,1,2504,No,Yes,0,1,Yes,1,14,7.62,Fiber Optic,3,Yes,Yes,No,89.65,0.0,120,106.68,1435.03
Male,No,No,Yes,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,2498.4,1,5220,Yes,No,0,1,No,0,36,26.51,Cable,85,Yes,Yes,Yes,65.4,0.0,0,954.36,3452.76
Female,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,651.4,1,3585,No,No,2,1,No,0,9,35.49,Cable,11,Yes,Yes,Yes,72.9,0.0,0,319.41,970.81
Male,No,No,No,No phone service,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,223.45,1,3125,Yes,No,0,1,No,0,5,0.0,Cable,59,Yes,Yes,Yes,40.0,0.0,0,0.0,223.45
Male,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),919.4,1,2313,No,No,0,1,No,0,9,10.66,Fiber Optic,15,No,No,Yes,99.45,0.0,0,95.94,1015.3399999999999
Female,No,No,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,181.65,1,3529,No,No,0,2,No,0,2,36.81,Fiber Optic,16,Yes,No,Yes,86.25,0.0,0,73.62,255.27
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,1,4689,No,No,0,2,No,0,1,36.99,Cable,22,No,No,Yes,45.65,0.0,0,36.99,82.64
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,551.35,1,2899,No,No,0,1,No,0,8,13.04,Fiber Optic,85,No,No,No,70.1,0.0,10,104.32,665.6700000000001
Female,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),115.95,1,2767,No,No,0,1,No,0,2,9.55,Fiber Optic,28,No,No,Yes,70.2,0.0,0,19.1,135.05
Female,No,No,Yes,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,165.2,1,5787,Yes,No,0,2,No,0,3,1.24,DSL,52,No,Yes,Yes,55.35,0.0,0,3.7199999999999998,168.92
Male,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,4146.05,1,6245,No,Yes,0,2,Yes,2,51,43.58,Cable,22,No,No,Yes,84.2,0.0,0,2222.58,6368.63
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Mailed check,81.0,1,3843,No,No,0,1,No,0,2,19.52,Cable,16,No,No,Yes,45.85,0.0,0,39.04,120.03999999999999
Male,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,3017.65,1,4696,No,No,0,3,No,0,39,36.17,Fiber Optic,5,No,No,Yes,75.25,0.0,0,1410.63,4428.280000000001
Female,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1164.3,1,3682,Yes,No,0,2,No,0,12,30.54,Fiber Optic,47,No,Yes,Yes,100.15,0.0,0,366.48,1530.78
Male,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,2710.25,1,3157,No,Yes,0,1,No,0,26,1.26,Fiber Optic,18,No,Yes,No,105.75,0.0,90,32.76,2833.01
Female,Yes,No,No,No phone service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,810.7,1,2167,No,Yes,0,2,Yes,1,18,0.0,DSL,12,No,Yes,Yes,48.35,0.0,0,0.0,810.7
Female,No,Yes,No,No phone service,No,No,No,No,No,Month-to-month,Yes,Mailed check,36.55,1,2635,No,Yes,3,3,No,0,2,0.0,DSL,52,No,No,Yes,24.4,0.0,0,0.0,36.55
Female,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,1,4989,No,Yes,0,1,Yes,1,1,24.24,Cable,9,No,No,Yes,49.55,0.0,0,24.24,73.78999999999999
Female,Yes,No,Yes,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),115.1,1,5461,No,Yes,0,1,Yes,1,2,6.86,DSL,20,No,No,Yes,50.15,0.0,0,13.72,128.82
Male,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,2745.2,1,2151,No,Yes,0,3,Yes,1,29,35.38,Fiber Optic,21,No,Yes,No,95.9,0.0,50,1026.02,3821.22
Female,Yes,No,No,No phone service,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,1,4628,No,No,0,2,No,0,1,0.0,DSL,15,No,No,Yes,25.25,0.0,0,0.0,25.25
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,416.45,1,3757,No,No,0,1,No,0,9,15.62,DSL,2,No,No,Yes,45.15,0.0,0,140.57999999999998,557.03
Female,No,No,Yes,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),4116.15,1,5135,No,Yes,0,1,Yes,1,50,35.33,Fiber Optic,17,No,No,Yes,84.4,0.0,0,1766.5,5882.65
Female,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,1,4335,No,No,0,2,No,0,1,5.94,Fiber Optic,8,No,No,Yes,75.1,0.0,0,5.94,81.03999999999999
Female,No,No,Yes,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),3715.65,1,4596,No,Yes,0,3,Yes,1,54,42.1,DSL,12,No,Yes,Yes,70.15,0.0,0,2273.4,5989.05
Male,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4273.45,1,5545,No,No,0,2,No,0,42,18.79,Fiber Optic,16,No,Yes,Yes,101.75,0.0,0,789.18,5062.63
Female,No,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,1,5973,No,No,0,1,No,0,1,22.11,DSL,18,No,No,No,45.8,0.0,10,22.11,77.91
Male,No,No,No,No phone service,No,No,No,Yes,No,Month-to-month,No,Mailed check,328.95,1,4800,No,Yes,0,1,Yes,2,9,0.0,DSL,26,Yes,No,Yes,40.65,0.0,0,0.0,328.95
Male,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4680.05,1,2436,No,Yes,0,1,Yes,1,46,5.36,Fiber Optic,22,No,No,Yes,101.0,0.0,0,246.56,4926.610000000001
Male,No,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,1,5795,No,No,0,1,No,0,1,38.66,Fiber Optic,18,No,No,Yes,69.1,0.0,0,38.66,107.75999999999999
Female,No,No,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,999.45,1,2189,Yes,No,0,2,No,0,13,6.03,Fiber Optic,48,No,Yes,Yes,75.0,0.0,0,78.39,1077.8400000000001
Male,No,No,Yes,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),1888.65,1,2608,No,Yes,0,2,Yes,1,19,43.95,Fiber Optic,20,Yes,Yes,Yes,100.0,0.0,0,835.0500000000001,2723.7000000000003
Female,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,1,5287,No,No,0,3,No,0,1,24.75,Fiber Optic,22,No,No,No,71.15,0.0,20,24.75,115.9
Female,No,No,No,No phone service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1240.25,1,5153,Yes,No,0,1,No,0,24,0.0,DSL,52,No,Yes,Yes,54.15,0.0,0,0.0,1240.25
Female,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),7156.2,1,5516,No,Yes,0,1,Yes,1,67,32.15,Fiber Optic,28,Yes,Yes,Yes,108.75,0.0,0,2154.0499999999997,9310.25
